"Player","Club","Age","Position","Nation","Value","ContractYearsLeft","League","MP_Weighted_Avg","Starts_Weighted_Avg","Min_Weighted_Avg","TotalMins/90_Weighted_Avg","Gls_Weighted_Avg","Ast_Weighted_Avg","Non-PenaltyGoals_Weighted_Avg","PenaltiesScored_Weighted_Avg","PenaltiesAttempted_Weighted_Avg","YellowCards_Weighted_Avg","RedCards_Weighted_Avg","Gls/90_Weighted_Avg","Ast/90_Weighted_Avg","GandA/90_Weighted_Avg","Non-PenaltyGoals/90_Weighted_Avg","GlsandAst-ScoredPenalties/90_Weighted_Avg","xG_Weighted_Avg","Non-PenaltyxG_Weighted_Avg","xA_Weighted_Avg","Non-penaltyxGandxA_Weighted_Avg","xG/90_Weighted_Avg","xA/90_Weighted_Avg","xGandxA/90_Weighted_Avg","Non-PenaltyxG/90_Weighted_Avg","Non-PenaltyxGandxA/90_Weighted_Avg","TotalShots_Weighted_Avg","TotalShotsonTarget_Weighted_Avg","ShotsonTarget%_Weighted_Avg","Shots/90_Weighted_Avg","ShotsonTarget/90_Weighted_Avg","Goals/Shots_Weighted_Avg","Goals/ShotsonTarget_Weighted_Avg","AvgShotDistance-yds_Weighted_Avg","FreekickShots_Weighted_Avg","Non-PenaltyxG/Shots_Weighted_Avg","GoalsScoredminusxG_Weighted_Avg","Non-PenaltyGoalsScoredminusNon-PenaltyxG_Weighted_Avg","Shot-CreatingActions_Weighted_Avg","Shot-CreatingActions/90_Weighted_Avg","PassesLeadingtoShotAttempt_Weighted_Avg","Set-PieceLeadingtoShotAttempt_Weighted_Avg","DribblesLeadingtoShotAttempt_Weighted_Avg","ShotsLeadingtoShotAttempt_Weighted_Avg","FoulsDrawnLeadingtoShotAttempt_Weighted_Avg","DefensiveActionsLeadingtoShotAttempt_Weighted_Avg","GoalCreatingActions_Weighted_Avg","GoalCreatingActions/90_Weighted_Avg","PassesLeadingtoGoals_Weighted_Avg","Set-PieceLeadingtoGoals_Weighted_Avg","DribblesLeadingtoGoals_Weighted_Avg","ShotsLeadingtoGoals_Weighted_Avg","FoulsDrawnLeadingtoGoals_Weighted_Avg","DefensiveActionsLeadingtoGoals_Weighted_Avg","Touches_Weighted_Avg","TouchesinDefensivePenaltyBox_Weighted_Avg","TouchesinDefensive3rd_Weighted_Avg","TouchesinMidfield3rd_Weighted_Avg","TouchesinAttacking3rd_Weighted_Avg","TouchesinAttackingPenaltyBox_Weighted_Avg","TouchesinOpen-play_Weighted_Avg","TotalSuccessfulDribbles_Weighted_Avg","TotalAttemptedDribbles_Weighted_Avg","DribbleSuccess%_Weighted_Avg","Totalno.ofPlayersDribblesPast_Weighted_Avg","TotalNutmegs_Weighted_Avg","TotalCarries_Weighted_Avg","TotalDistanceCarriedtheBall_Weighted_Avg","TotalDistanceCarriedtheBallinForwardDirection_Weighted_Avg","TotalCarriesinForwardDirection_Weighted_Avg","CarriesintoFinalThird_Weighted_Avg","CarriesintoAttackingPenaltyBox_Weighted_Avg","TotalFailedAttemptsatControllingBall_Weighted_Avg","NumberofTimesTackledwhenDribbling_Weighted_Avg","NumberofTimesPlayerwasPassTarget_Weighted_Avg","NumberofTimesReceivedPass_Weighted_Avg","%ofTimesSuccessfullyReceivedPass_Weighted_Avg","ProgressivePassesReceived_Weighted_Avg","PassesCompleted-Allpass-types_Weighted_Avg","PassesAttempted-Allpass-types_Weighted_Avg","PassCompletion%-Allpass-types_Weighted_Avg","TotalDistanceofCompletedPasses-AllPass-types_Weighted_Avg","TotalDistanceofCompletedProgressivePasses-AllPass-types_Weighted_Avg","PassesCompleted-ShortPasses_Weighted_Avg","PassesAttempted-ShortPasses_Weighted_Avg","PassCompletion%-ShortPasses_Weighted_Avg","PassesCompleted-MediumPasses_Weighted_Avg","PassesAttempted-MediumPasses_Weighted_Avg","PassCompletion%-MediumPasses_Weighted_Avg","PassesCompleted-LongPasses_Weighted_Avg","PassesAttempted-LongPasses_Weighted_Avg","PassCompletion%-LongPasses_Weighted_Avg","TotalAssists_Weighted_Avg","xGAssisted_Weighted_Avg","AssistminusxGAssisted_Weighted_Avg","CompletedpassesthatenterFinal3rd_Weighted_Avg","CompletedpassesthatenterPenaltyBox_Weighted_Avg","CompletedCrossesthatenterPenaltyBox_Weighted_Avg","TotalCompletedProgressivePasses_Weighted_Avg","TotalNumberofPlayersTackled_Weighted_Avg","TotalTacklesWon_Weighted_Avg","TacklesinDefensive3rd_Weighted_Avg","TacklesinMidfield3rd_Weighted_Avg","TacklesinAttacking3rd_Weighted_Avg","NumberofDribblersTackled_Weighted_Avg","TimesDribbledPastandTotalTackles_Weighted_Avg","%ofDribblersTackled_Weighted_Avg","NumberofTimesDribbledPast_Weighted_Avg","NumberofPressingActions_Weighted_Avg","TimesSquadgainedPossessionwithin5secondsofPressingActions_Weighted_Avg","SuccessfulPressure%_Weighted_Avg","NumberofPressesinDefensiveThird_Weighted_Avg","NumberofPressesinMidfieldThird_Weighted_Avg","NumberofPressesinAttackingThird_Weighted_Avg","TotalDefensiveBlocks_Weighted_Avg","TotalShotsBlocked_Weighted_Avg","GoalSavingBlocks_Weighted_Avg","TimesblockedaPass_Weighted_Avg","TotalInterceptions_Weighted_Avg","TotalPlayersTackledandTotalInterceptions_Weighted_Avg","TotalClearances_Weighted_Avg","MistakesleadingtoOpponentShots_Weighted_Avg","2ndYellowCards_Weighted_Avg","FoulsCommitted_Weighted_Avg","FoulsDrawn_Weighted_Avg","Offsides_Weighted_Avg","Crosses_Weighted_Avg","Interceptions_Weighted_Avg","PenaltyKicksWon_Weighted_Avg","PenaltiesConceded_Weighted_Avg","OwnGoals_Weighted_Avg","TotalLooseBallsRecovered_Weighted_Avg","AerialDuelWon_Weighted_Avg","AerialDuelLost_Weighted_Avg","%AerialDuelsWon_Weighted_Avg","""Squad(20/21)"""
"Carlos Bacca","Granada CF",34,"attack","Colombia",1620000,1,"La Liga",24.7,11.05,1003.2,11.115,5.4,0.9,5.15,0.25,0.25,2.1,0,0.4695,0.061,0.5305,0.4535,0.516,4.74,4.565,1.375,5.94,0.413,0.111,0.5175,0.401,0.507,26.05,13.2,50.76,2.2845,1.1595,0.1995,0.3855,14.62,0,0.1735,0.66,0.585,22.7,1.822,15.6,0,4.9,1.25,0.95,0,3.6,0.276,1.7,0,1.35,0.15,0.4,0,312.45,4.7,20.8,148.45,162.35,57.3,297.4,10.7,19.5,51.565,12.15,0.85,211.3,883.45,467.65,27.2,11.35,7.1,21.05,17.75,432,234.65,53.745,91.35,147.55,209.65,70.34,2259.55,445.5,85.9,110.45,79.485,39.05,58.95,63.905,13.95,22.5,63.12,0.9,1.375,-0.475,8.7,5.75,0.9,13.15,6.25,5,2.8,1.75,1.7,1.05,6.55,16.575,5.5,145.7,30.15,21.375,11.6,63,71.1,5.9,0.5,0,5.4,3.65,9.9,3.35,0,0,12.25,8.05,11.1,8.7,3.65,0.4,0,0,34.65,11.6,18.6,38.45,"Squad(20/21)"
"Carlos Clerc","Levante UD",29,"Defender","Spain",2700000,1,"La Liga",31,26.6666666666667,2470,27.4333333333333,0,2.66666666666667,0,0,0,4.66666666666667,0,0,0.1,0.1,0,0.1,0.333333333333333,0.333333333333333,2.8,3.13333333333333,0.01,0.103333333333333,0.113333333333333,0.01,0.113333333333333,5.33333333333333,3.33333333333333,61.1333333333333,0.19,0.12,0,0,19.8333333333333,0.666666666666667,0.0566666666666667,-0.333333333333333,-0.333333333333333,35.6666666666667,1.28,27.3333333333333,5.66666666666667,0,0.666666666666667,1.66666666666667,0.333333333333333,4,0.14,3.33333333333333,0.666666666666667,0,0,0,0,1732.66666666667,90.6666666666667,578.666666666667,804.333333333333,470.333333333333,27.3333333333333,1474.33333333333,33,52.3333333333333,63.1666666666667,36,1.33333333333333,1009,5656.66666666667,3301.33333333333,137,53,8,23.3333333333333,17.6666666666667,1089.33333333333,990.333333333333,90.9333333333333,67.6666666666667,1105.66666666667,1455.33333333333,75.6,19211.3333333333,8166.66666666667,576.333333333333,646.666666666667,89.0666666666667,416.333333333333,515.666666666667,80.2666666666667,102.666666666667,238.666666666667,41.8666666666667,2.66666666666667,2.8,-0.133333333333333,78.6666666666667,28.3333333333333,12,128,56.3333333333333,37.6666666666667,30.6666666666667,20.3333333333333,5.33333333333333,19.3333333333333,41.6666666666667,46.6666666666667,22.3333333333333,368.666666666667,125.666666666667,33.4333333333333,163,148,57.6666666666667,51.3333333333333,6,0,45.3333333333333,29,85.3333333333333,85.6666666666667,0.666666666666667,0,34,29.3333333333333,3.33333333333333,71.3333333333333,29,0.666666666666667,0,0,238.333333333333,41,27,59.3333333333333,"Squad(20/21)"
"Carlos Fernandez","Real Sociedad",25,"attack","Spain",8100000,5,"La Liga",19.6470588235294,9.94117647058824,976.764705882353,10.8660130718954,3.64705882352941,2.05882352941176,3.35294117647059,0.294117647058824,0.294117647058824,5.29411764705882,0,0.205947712418301,0.0483660130718954,0.254313725490196,0.194183006535948,0.242549019607843,3.34705882352941,3.11176470588235,0.923529411764706,4.09411764705882,0.165490196078431,0.0345751633986928,0.198300653594771,0.153725490196078,0.190130718954248,19.2352941176471,8.47058823529412,48.362091503268,1.07058823529412,0.406797385620915,0.209542483660131,0.441176470588235,12.4470588235294,0.882352941176471,0.144313725490196,0.3,0.241176470588235,23.7058823529412,0.978692810457516,15.0588235294118,0.294117647058824,1.17647058823529,3.52941176470588,2.76470588235294,0.882352941176471,5,0.151960784313726,2.35294117647059,0,0.294117647058824,0.882352941176471,0.882352941176471,0.588235294117647,426.294117647059,16.1764705882353,46.7058823529412,229.941176470588,171.823529411765,38.2941176470588,416.352941176471,12.0588235294118,22.9411764705882,45.6333333333333,13.2352941176471,0.588235294117647,260.411764705882,1178.76470588235,474.352941176471,29.5882352941176,11,3.35294117647059,30.5294117647059,20.2941176470588,469,300.470588235294,65.0980392156863,94.5294117647059,178.058823529412,281.470588235294,66.4597170513775,2681.88235294118,672.823529411765,104.176470588235,142.823529411765,73.7256555634302,56,89.5294117647059,69.7575030012005,11.4117647058824,25.7647058823529,43.6862745098039,2.05882352941176,0.923529411764706,1.13529411764706,12.8823529411765,4.11764705882353,0.588235294117647,18.9411764705882,8.94117647058824,4.52941176470588,2.47058823529412,4.41176470588235,2.05882352941176,1.76470588235294,14.3529411764706,10.4477124183007,12.5882352941176,238.764705882353,52.2941176470588,21.9014705882353,18.0588235294118,127.823529411765,92.8823529411765,13.5294117647059,2.64705882352941,0,10.8823529411765,5.88235294117647,14.8235294117647,12.9411764705882,0,0,31.0588235294118,22.7647058823529,2.35294117647059,6.29411764705882,5.88235294117647,0.588235294117647,0.588235294117647,0,59.6470588235294,33.2352941176471,53.0588235294118,36.1657754010695,"Squad(20/21)"
"Carlos Gruezo","FC Augsburg",26,"midfield","Ecuador",4500000,3,"Bundesliga",22.3333333333333,18.6666666666667,1684.66666666667,18.7333333333333,0,0.333333333333333,0,0,0,3.66666666666667,0,0,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,0.266666666666667,0.266666666666667,0.466666666666667,0.733333333333333,0.0133333333333333,0.0266666666666667,0.04,0.0133333333333333,0.04,12.6666666666667,0,0,0.663333333333333,0,0,0,27,0,0.0266666666666667,-0.266666666666667,-0.266666666666667,18.3333333333333,1.00666666666667,15.3333333333333,0,1.33333333333333,0,1,0.666666666666667,1,0.1,1,0,0,0,0,0,811.333333333333,47,274,488,89,3,801.666666666667,8,11,74.2666666666667,9.33333333333333,0.666666666666667,481,1992.33333333333,789.666666666667,25,8.66666666666667,0,10,8.33333333333333,492,440,89.6,10,515.666666666667,638.333333333333,81.1,11327.6666666667,2736.33333333333,169.333333333333,203,84.3333333333333,227.333333333333,256.333333333333,89.0666666666667,113.666666666667,158,72.4666666666667,0.333333333333333,0.466666666666667,-0.133333333333333,44.3333333333333,4.33333333333333,0,49,58,37.3333333333333,25.3333333333333,29.6666666666667,3,19,48.6666666666667,35.3333333333333,29.6666666666667,368.333333333333,116.666666666667,30.7,143.666666666667,190,34.6666666666667,31,3.33333333333333,0,27.6666666666667,25.3333333333333,83.3333333333333,22.3333333333333,0.666666666666667,0,28,10.3333333333333,0,1,25.3333333333333,0,0,0,197.666666666667,9.66666666666667,17.6666666666667,37.5333333333333,"Squad(20/21)"
"Carlos Neva","Granada CF",25,"Defender","Spain",3600000,4,"La Liga",23.3333333333333,22.3333333333333,1933,21.5,0,0.333333333333333,0,0,0,1.33333333333333,0,0,0.0133333333333333,0.0133333333333333,0,0.0133333333333333,0.533333333333333,0.533333333333333,0.433333333333333,0.966666666666667,0.02,0.0233333333333333,0.0433333333333333,0.02,0.0433333333333333,7.66666666666667,2,27.3666666666667,0.363333333333333,0.0866666666666667,0,0,20.3333333333333,0,0.07,-0.533333333333333,-0.533333333333333,15.3333333333333,0.716666666666667,11,1.66666666666667,0,2,0,0.666666666666667,2.33333333333333,0.106666666666667,1.33333333333333,0.666666666666667,0,0.333333333333333,0,0,912,53.6666666666667,293,435.666666666667,221.333333333333,12.6666666666667,696.666666666667,6.66666666666667,12,55.5333333333333,8,0,396,2018.66666666667,1050.66666666667,51.3333333333333,14,0.666666666666667,8.33333333333333,13,463.666666666667,388,83.2,23.6666666666667,502.666666666667,714.333333333333,70.5666666666667,9078.33333333333,3947.33333333333,216.333333333333,241.333333333333,89.8333333333333,230.666666666667,308.333333333333,74.7666666666667,48,114.333333333333,42.7,0.333333333333333,0.433333333333333,-0.1,33,8,6.66666666666667,33.6666666666667,15,7.33333333333333,8,6,1,6.66666666666667,15.6666666666667,42.3666666666667,9,183.333333333333,47.6666666666667,26.8333333333333,90.3333333333333,69,24,56,4.66666666666667,0,51.3333333333333,27,42,53,0.333333333333333,0,9,29.3333333333333,0.666666666666667,39,27,0,0.333333333333333,0,143,14.3333333333333,35,28.9333333333333,"Squad(20/21)"
"Carlos Soler","Valencia CF",24,"midfield","Spain",3.6e+07,2,"La Liga",30.95,28.25,2488.7,27.665,6.4,5.3,2.9,3.5,4.5,6.25,0,0.217,0.178,0.4,0.102,0.28,6.015,2.615,3.45,6.065,0.204,0.1195,0.33,0.094,0.215,29.75,9.55,31.265,1.071,0.3465,0.107,0.347,22.13,4,0.0885,0.385,0.285,61.05,2.169,33.15,17.9,3.6,2,4.3,0.1,10.05,0.3565,3.6,3.65,0.5,0.65,1.55,0.1,1484.25,67.25,318.05,846.4,428.65,48.9,1369.1,22.95,42.05,55.46,26.95,1.6,973.6,5554.5,3047.2,128.85,39.25,5.6,30.35,22.7,1153.35,1005.95,86.505,75.85,980.75,1221.4,79.755,18794.2,5333.05,417.65,463.4,89.445,394,451.35,86.29,145.95,260.2,55.93,5.3,3.45,1.85,109.5,25.55,3.1,105.1,36.75,20.75,13.15,19.25,4.35,14.15,47.95,30.045,33.8,475,119.45,25.515,152.35,232.2,90.45,43.9,8.05,0,35.85,14.65,51.4,38.35,0.25,0,31.9,36.45,0.5,28.05,14.65,0.15,0.15,0.15,204.1,17.55,23.15,42.29,"Squad(20/21)"
"Casemiro","Real Madrid",29,"midfield","Brazil",6.3e+07,4,"La Liga",33.1,31.8,2828.2,31.41,4.95,3.05,4.95,0,0,10.35,0.65,0.16,0.0925,0.251,0.16,0.251,3.76,3.76,2.205,5.95,0.118,0.069,0.1855,0.118,0.1855,42.7,11.05,26.15,1.365,0.352,0.1155,0.449,19.25,1.1,0.085,1.19,1.19,52.65,1.68,41.95,0.6,0.25,2.85,3.55,3.45,6.7,0.21,4.8,0.1,0,1,0.55,0.25,2338.4,137.5,698.95,1388.55,362.8,46.05,2295.5,17.35,24.55,71.035,18.1,1.65,1422.9,5574.7,2935.85,95.55,32.45,2.95,17.85,22.6,1674.4,1564.3,93.465,60.2,1639.7,1938.95,84.7,33003.55,8251.55,661.55,731.1,90.54,661.7,752.25,88.085,285.95,386.7,74.13,3.05,2.205,0.845,152.55,20.95,1.45,120.15,93.9,61.85,49.6,37.65,6.65,31.35,84.75,37.23,53.4,538.2,191.15,35.515,232.15,250.55,55.5,72.8,15.05,0.25,57.75,49.25,143.15,79.25,0.5,0.65,62.1,58.4,2.95,14.25,49.25,0.15,0.3,0,381.4,88.6,61.55,59.815,"Squad(20/21)"
"Casimir Ninga","SCO Angers",28,"attack","Chad",1170000,2,"Ligue 1",23.7,14,1339.1,14.88,3.5,1.4,3.2,0.3,0.3,3.9,0.5,0.28,0.098,0.378,0.268,0.366,3.84,3.6,1.48,5.14,0.295,0.118,0.41,0.286,0.404,38.6,10.1,24.93,3.17,0.721,0.081,0.357,15.84,0.2,0.093,-0.34,-0.4,37,2.935,26.7,0.2,3.8,2.5,2.7,1.1,2.7,0.219,2,0,0,0,0.5,0.2,579.2,7.3,80,272,306.7,67.9,565.7,28.4,68.7,40.76,33.2,0.9,446.1,2625.3,1634.1,70.5,32.3,11.9,51.4,43.3,645.1,400.3,63.58,116.3,245.8,332.5,74.5,3975.6,814.6,132.9,158.1,84.55,83.8,112.7,75.28,19.5,39.9,48.71,1.4,1.48,-0.08,9.9,9.5,2.6,21.7,19,13.5,9.4,6,3.6,5.3,24,15.85,18.7,304.7,67.4,20.81,72.5,150.6,81.6,13.7,0.9,0,12.8,8.4,27.4,4.4,0,0,32,17.7,8.5,21.3,8.4,0,0,0,96.7,11.6,26.6,30.1,"Squad(20/21)"
"Cedric Brunner","Arminia Bielefeld",27,"Defender","Switzerland",2520000,1,"Bundesliga",31,30,2655,29.5,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,0.4,0.4,1.1,1.4,0.01,0.04,0.05,0.01,0.05,6,2,33.3,0.2,0.07,0,0,15.8,0,0.06,-0.4,-0.4,25,0.85,19,4,1,0,1,0,1,0.03,1,0,0,0,0,0,1741,137,685,834,301,14,1439,32,39,82.1,32,2,901,3741,1751,66,21,3,13,16,898,847,94.3,10,1029,1442,71.4,20801,8397,368,421,87.4,472,596,79.2,177,377,46.9,1,1.1,-0.1,79,29,15,93,51,29,33,15,3,26,48,54.2,22,355,93,26.2,178,143,34,66,9,0,57,29,80,119,1,0,33,32,1,53,29,0,0,0,302,61,33,64.9,"Squad(20/21)"
"Cedric Soares","Arsenal FC",30,"Defender","Portugal",5400000,3,"Premier League",16.75,14.8,1304.25,14.4927777777778,0.4,1.5,0.4,0,0,1.65,0,0.00444444444444444,0.0777777777777778,0.0822222222222222,0.00444444444444444,0.0822222222222222,0.405,0.405,1.36,1.81,0.0205,0.0723333333333333,0.0878333333333333,0.0205,0.0882222222222222,10.65,3.1,30.6179220779221,0.547888888888889,0.151888888888889,0.0214285714285714,0.1,23.865,0.65,0.0379935064935065,-0.00500000000000002,-0.00500000000000002,23.35,1.12166666666667,18.4,2.4,1.2,0.45,0.15,0.75,3.85,0.218444444444444,2.45,0.25,0.1,0.3,0,0.75,932,51.1,263.4,419.4,296.4,15.55,770.55,7.35,12.05,60.5588888888889,7.7,0,500.65,2481.95,1258.7,63.5,21.7,2.05,13.6,10.95,559.75,509.8,91.3639126650225,27.05,565.75,770.6,73.9892743212912,9771.85,3914.15,294.85,334.4,87.8903549530732,203.85,264.6,76.5580719782058,58.9,141.15,44.2359825856938,1.5,1.36,0.14,43.7,16.3,8.2,49.35,32.15,17.6,17.85,11.35,2.95,13,31.7,37.4415433403805,18.7,233.8,65.9,28.6974385664405,114.9,84.7,34.2,32.25,4.4,0,27.85,15.85,48,44.9,0.15,0,10.15,7.05,0.45,48.05,15.85,0,0,0,122.3,17.8,22.85,44.3239458413926,"Squad(20/21)"
"Cedric Teuchert","1.FC Union Berlin",24,"attack","Germany",1530000,2,"Bundesliga",17.5333333333333,3.73333333333333,539.2,6.01333333333333,2,0.666666666666667,2,0,0,1.33333333333333,0,0.24,0.08,0.32,0.24,0.32,2.33333333333333,2.33333333333333,0.666666666666667,3,0.604666666666667,0.08,0.691333333333333,0.604666666666667,0.691333333333333,16.2,7.13333333333333,54.3333333333333,3.71066666666667,1.61066666666667,0.0866666666666667,0.2,14.0133333333333,0,0.126666666666667,-0.333333333333333,-0.333333333333333,12,1.43333333333333,7.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,0.666666666666667,0,2,0.24,0.666666666666667,1.33333333333333,0,0,0,0,241.333333333333,4,31.2,122.066666666667,105.4,25.0666666666667,235.4,7.13333333333333,16.6666666666667,51.1333333333333,7.8,1.46666666666667,150.733333333333,774.666666666667,528,23.0666666666667,10.8,6,17.5333333333333,16.4,266.333333333333,159.866666666667,56.16,40.8666666666667,102.266666666667,140.8,72.08,1683.2,523,54.1333333333333,71.6666666666667,74.18,31.4666666666667,39.1333333333333,69.8,11.3333333333333,19.3333333333333,58.6,0.666666666666667,0.666666666666667,0,10,3.33333333333333,0,12.6666666666667,6.66666666666667,4.66666666666667,0.666666666666667,5.33333333333333,0.666666666666667,1.33333333333333,11.3333333333333,11.8,10,128.6,38.3333333333333,31.9466666666667,17.5333333333333,69.1333333333333,41.9333333333333,9.8,0,0,9.8,7.73333333333333,14.4,4,0,0,10.4,9.73333333333333,2.66666666666667,3.13333333333333,7.73333333333333,0,0,0,37.1333333333333,6.66666666666667,21.2666666666667,16.6666666666667,"Squad(20/21)"
"Cengiz Under","Olympique Marseille",24,"attack","Turkey",16200000,1,"Ligue 1",15.5,7.05,689.9,7.66,1.9,2.25,1.9,0,0,0.65,0,0.1575,0.403,0.56,0.1575,0.56,1.58,1.58,2.47,4.015,0.156,0.412,0.5675,0.156,0.5675,22.7,6.75,26.41,3.0355,0.793,0.0545,0.161,21.405,0.1,0.0535,0.32,0.32,33.05,4.299,21.95,1.95,5.25,2.25,1.3,0.35,3.55,0.5095,2.4,0.25,0.65,0.25,0,0,383.35,5.35,38.6,152.65,227.2,37.75,367.05,20.05,32.5,61.725,21.3,1.95,317.3,1998.75,1075.6,60.8,18.1,7.6,18.9,15.3,381.3,291.2,76.67,76.6,198.5,280.8,70.525,3584.25,1065.7,96.5,116.35,82.74,71.3,93.05,77.345,27.1,51.7,52.515,2.25,2.47,-0.22,13.1,16.7,7.05,25.1,6.55,4.8,1.75,3,1.8,2.15,10.8,20.02,8.65,107.9,28.2,29.46,23.35,47.85,36.7,7.95,0.7,0,7.25,5.95,12.5,2.75,0,0,3.3,11.7,2.6,27.05,5.95,0,0.15,0,46.15,2.55,4.4,24.26,"Squad(20/21)"
"Cenk Tosun","Everton FC",30,"attack","Turkey",4500000,1,"Premier League",10.15,3.7,398.45,4.42,1.45,0.45,1.45,0,0,0.95,0,0.0890555555555556,0.0375,0.128055555555556,0.0890555555555556,0.128055555555556,1.275,1.275,0.315,1.615,0.0828888888888889,0.146777777777778,0.231166666666667,0.0828888888888889,0.231444444444444,10.9,4.3,37.9566666666667,0.660166666666667,0.277388888888889,0.145666666666667,0.386,12.95,0,0.114666666666667,0.175,0.175,9.8,2.4715,7,0.1,0.9,0.65,0.85,0.3,1.05,0.9815,1.05,0,0,0,0,0,147.85,2.35,11.7,59.8,84.6,23.05,143.85,3.45,7.2,48.8492307692308,3.9,0,90.95,359.25,153.6,8.95,3.75,2.95,13.4,5.85,218.95,108.85,54.2090856031128,42.1,68.75,96.85,74.4944036697248,1012.35,184.9,40.35,51.95,88.3766666666667,18.7,26.1,83.645,5.7,9.9,53.1342857142857,0.45,0.315,0.135,2.8,3.35,0.25,5.35,3.65,2.35,1.2,1.25,1.2,1.05,3.55,17.93,2.5,87.95,22.85,19.0585483870968,7.7,40.3,39.95,3.8,0.65,0.2,3.15,1.7,5.35,1.7,0,0,7.55,5.5,2.9,2.1,1.7,0,0,0,20.15,12.05,24.55,40.6567441860465,"Squad(20/21)"
"Cesar Azpilicueta","Chelsea FC",32,"Defender","Spain",11700000,1,"Premier League",31.4,30.4,2744.55,30.495,1.35,3.85,1.35,0,0,3.45,0.5,0.0445,0.118,0.161,0.0445,0.161,1.335,1.335,3.425,4.76,0.0395,0.1135,0.1555,0.0395,0.1555,16.7,4.95,32.415,0.533,0.162,0.0855,0.2785,15.8,0,0.075,0.015,0.015,54.65,1.7865,50.6,1,0.4,0.6,1.05,1,5.9,0.188,5.5,0.25,0,0,0.15,0,2771.15,148.1,934,1323.9,636.7,54.9,2516.65,9.2,15.7,56.36,9.95,0.25,1670.7,6534.5,3926.8,144.05,46.3,3.6,13.6,14.15,1958.3,1863.9,95.19,65.7,2065.45,2439.85,85.065,36326.15,13280.25,889.05,973.55,91.595,984,1107.1,89.205,163.35,281.4,58.41,3.85,3.425,0.425,147.55,38.2,13,151.5,76.05,45.05,38.3,28.9,8.85,26.9,51.85,53.825,24.95,453.85,143.65,31.6,209.7,176.35,67.8,57.8,13.65,0.25,44.15,42,118.05,115.55,0.6,0,34.75,14.3,3.65,61.2,42,0.15,0.15,0.1,321.3,69.65,50.05,57.565,"Squad(20/21)"
"Cesc Fabregas","AS Monaco",34,"midfield","Spain",4500000,1,"Ligue 1",21.05,10.95,1073.6,11.895,1.35,2.65,0.35,1,1,2.2,0.45,0.114666666666667,0.2435,0.352166666666667,0.00966666666666667,0.252166666666667,2.215,1.415,2.895,4.36,0.1815,0.2365,0.4205,0.1065,0.3405,11.85,3.15,25.405,0.7955,0.179,0.005,0.02,18.71,1.1,0.137,-0.865,-1.065,57.3,4.1895,37.95,16.3,1.25,0.65,0.6,0.55,6.25,0.5035,5.5,0.75,0,0,0,0,1068.55,20.05,183.55,596.25,341.45,30.9,967.05,6.85,10.8,64.29,6.85,0,703.55,2670.55,1459.1,60.65,16.25,2.75,11.25,12.1,881.1,797.15,90.4355197132617,59.25,779.75,969.55,80.5126271186441,15396.6,5502.9,305.9,347.85,87.8231661442006,333.1,382.25,87.2482566585956,125.25,207.1,60.669585492228,2.65,2.895,-0.245,105.25,25.4,3.45,121.25,25.35,17.3,11,10.5,3.85,8.6,32.85,25.3109677419355,24.25,225.7,65.55,28.3096750902527,60.9,115.05,49.75,15.55,2.2,0,13.35,7.3,32.65,7.55,0.25,0.1,13.8,13.7,0.75,17.9,7.3,0,0,0,104.1,10.8,14,43.9307142857143,"Squad(20/21)"
"Charles Aranguiz","Bayer 04 Leverkusen",32,"midfield","Chile",5400000,2,"Bundesliga",23.55,21.75,1877.85,20.835,0.65,2.1,0.65,0,0,3.35,0,0.029,0.094,0.123,0.029,0.123,1.2,1.2,1.43,2.575,0.0565,0.0655,0.123,0.0565,0.123,12.45,2.75,33.2,0.5605,0.131,0.034,0.205,15.29,1.15,0.128,-0.55,-0.55,40.75,1.9325,37,0.95,0,0.5,0.75,1.55,3.45,0.155,3.25,0.1,0,0,0,0.1,1626,51.15,346.9,1090.8,269.6,22.85,1584.9,13.7,19.8,70.695,14.05,0.35,1104.7,4284.2,1981.75,76.15,21.9,3.75,18.45,23.15,1222.25,1150.25,94.355,44.3,1216.6,1406.9,86.505,22229.4,6643.15,522.95,572.25,91.39,532.05,587.1,90.77,143.1,205.8,69.275,2.1,1.43,0.67,130.1,16.45,1.1,141.35,49.8,32.3,20.05,24.35,5.4,19.05,61.75,30.52,42.7,457.5,156.15,33.92,157.3,239.95,60.25,37.7,4.3,0,33.4,26.4,76.2,28.9,0.35,0,27.65,33.5,0.1,5.9,26.4,0,0.1,0,263.1,13.85,22.4,38.4,"Squad(20/21)"
