"Player","Club","Age","Position","Nation","Value","ContractYearsLeft","League","MP_Weighted_Avg","Starts_Weighted_Avg","Min_Weighted_Avg","TotalMins/90_Weighted_Avg","Gls_Weighted_Avg","Ast_Weighted_Avg","Non-PenaltyGoals_Weighted_Avg","PenaltiesScored_Weighted_Avg","PenaltiesAttempted_Weighted_Avg","YellowCards_Weighted_Avg","RedCards_Weighted_Avg","Gls/90_Weighted_Avg","Ast/90_Weighted_Avg","GandA/90_Weighted_Avg","Non-PenaltyGoals/90_Weighted_Avg","GlsandAst-ScoredPenalties/90_Weighted_Avg","xG_Weighted_Avg","Non-PenaltyxG_Weighted_Avg","xA_Weighted_Avg","Non-penaltyxGandxA_Weighted_Avg","xG/90_Weighted_Avg","xA/90_Weighted_Avg","xGandxA/90_Weighted_Avg","Non-PenaltyxG/90_Weighted_Avg","Non-PenaltyxGandxA/90_Weighted_Avg","TotalShots_Weighted_Avg","TotalShotsonTarget_Weighted_Avg","ShotsonTarget%_Weighted_Avg","Shots/90_Weighted_Avg","ShotsonTarget/90_Weighted_Avg","Goals/Shots_Weighted_Avg","Goals/ShotsonTarget_Weighted_Avg","AvgShotDistance-yds_Weighted_Avg","FreekickShots_Weighted_Avg","Non-PenaltyxG/Shots_Weighted_Avg","GoalsScoredminusxG_Weighted_Avg","Non-PenaltyGoalsScoredminusNon-PenaltyxG_Weighted_Avg","Shot-CreatingActions_Weighted_Avg","Shot-CreatingActions/90_Weighted_Avg","PassesLeadingtoShotAttempt_Weighted_Avg","Set-PieceLeadingtoShotAttempt_Weighted_Avg","DribblesLeadingtoShotAttempt_Weighted_Avg","ShotsLeadingtoShotAttempt_Weighted_Avg","FoulsDrawnLeadingtoShotAttempt_Weighted_Avg","DefensiveActionsLeadingtoShotAttempt_Weighted_Avg","GoalCreatingActions_Weighted_Avg","GoalCreatingActions/90_Weighted_Avg","PassesLeadingtoGoals_Weighted_Avg","Set-PieceLeadingtoGoals_Weighted_Avg","DribblesLeadingtoGoals_Weighted_Avg","ShotsLeadingtoGoals_Weighted_Avg","FoulsDrawnLeadingtoGoals_Weighted_Avg","DefensiveActionsLeadingtoGoals_Weighted_Avg","Touches_Weighted_Avg","TouchesinDefensivePenaltyBox_Weighted_Avg","TouchesinDefensive3rd_Weighted_Avg","TouchesinMidfield3rd_Weighted_Avg","TouchesinAttacking3rd_Weighted_Avg","TouchesinAttackingPenaltyBox_Weighted_Avg","TouchesinOpen-play_Weighted_Avg","TotalSuccessfulDribbles_Weighted_Avg","TotalAttemptedDribbles_Weighted_Avg","DribbleSuccess%_Weighted_Avg","Totalno.ofPlayersDribblesPast_Weighted_Avg","TotalNutmegs_Weighted_Avg","TotalCarries_Weighted_Avg","TotalDistanceCarriedtheBall_Weighted_Avg","TotalDistanceCarriedtheBallinForwardDirection_Weighted_Avg","TotalCarriesinForwardDirection_Weighted_Avg","CarriesintoFinalThird_Weighted_Avg","CarriesintoAttackingPenaltyBox_Weighted_Avg","TotalFailedAttemptsatControllingBall_Weighted_Avg","NumberofTimesTackledwhenDribbling_Weighted_Avg","NumberofTimesPlayerwasPassTarget_Weighted_Avg","NumberofTimesReceivedPass_Weighted_Avg","%ofTimesSuccessfullyReceivedPass_Weighted_Avg","ProgressivePassesReceived_Weighted_Avg","PassesCompleted-Allpass-types_Weighted_Avg","PassesAttempted-Allpass-types_Weighted_Avg","PassCompletion%-Allpass-types_Weighted_Avg","TotalDistanceofCompletedPasses-AllPass-types_Weighted_Avg","TotalDistanceofCompletedProgressivePasses-AllPass-types_Weighted_Avg","PassesCompleted-ShortPasses_Weighted_Avg","PassesAttempted-ShortPasses_Weighted_Avg","PassCompletion%-ShortPasses_Weighted_Avg","PassesCompleted-MediumPasses_Weighted_Avg","PassesAttempted-MediumPasses_Weighted_Avg","PassCompletion%-MediumPasses_Weighted_Avg","PassesCompleted-LongPasses_Weighted_Avg","PassesAttempted-LongPasses_Weighted_Avg","PassCompletion%-LongPasses_Weighted_Avg","TotalAssists_Weighted_Avg","xGAssisted_Weighted_Avg","AssistminusxGAssisted_Weighted_Avg","CompletedpassesthatenterFinal3rd_Weighted_Avg","CompletedpassesthatenterPenaltyBox_Weighted_Avg","CompletedCrossesthatenterPenaltyBox_Weighted_Avg","TotalCompletedProgressivePasses_Weighted_Avg","TotalNumberofPlayersTackled_Weighted_Avg","TotalTacklesWon_Weighted_Avg","TacklesinDefensive3rd_Weighted_Avg","TacklesinMidfield3rd_Weighted_Avg","TacklesinAttacking3rd_Weighted_Avg","NumberofDribblersTackled_Weighted_Avg","TimesDribbledPastandTotalTackles_Weighted_Avg","%ofDribblersTackled_Weighted_Avg","NumberofTimesDribbledPast_Weighted_Avg","NumberofPressingActions_Weighted_Avg","TimesSquadgainedPossessionwithin5secondsofPressingActions_Weighted_Avg","SuccessfulPressure%_Weighted_Avg","NumberofPressesinDefensiveThird_Weighted_Avg","NumberofPressesinMidfieldThird_Weighted_Avg","NumberofPressesinAttackingThird_Weighted_Avg","TotalDefensiveBlocks_Weighted_Avg","TotalShotsBlocked_Weighted_Avg","GoalSavingBlocks_Weighted_Avg","TimesblockedaPass_Weighted_Avg","TotalInterceptions_Weighted_Avg","TotalPlayersTackledandTotalInterceptions_Weighted_Avg","TotalClearances_Weighted_Avg","MistakesleadingtoOpponentShots_Weighted_Avg","2ndYellowCards_Weighted_Avg","FoulsCommitted_Weighted_Avg","FoulsDrawn_Weighted_Avg","Offsides_Weighted_Avg","Crosses_Weighted_Avg","Interceptions_Weighted_Avg","PenaltyKicksWon_Weighted_Avg","PenaltiesConceded_Weighted_Avg","OwnGoals_Weighted_Avg","TotalLooseBallsRecovered_Weighted_Avg","AerialDuelWon_Weighted_Avg","AerialDuelLost_Weighted_Avg","%AerialDuelsWon_Weighted_Avg","""Squad(20/21)"""
"Nathaniel Chalobah","Fulham FC",26,"midfield","England",4500000,2,"Premier League",14.9,6.9,635.4,7.05,0,0.5,0,0,0,1.3,0,0,0.05,0.05,0,0.05,0.41,0.41,0.55,1.01,0.069,0.057,0.126,0.069,0.126,7.5,1.1,21.66,1.12,0.261,0,0,22.48,1,0.06,-0.41,-0.41,10.7,1.241,8.8,1,0,0,0.2,0.7,1,0.095,1,0,0,0,0,0,339.1,18.9,77.6,195.2,81.9,8.2,326.2,4.1,10.3,38.1,4.1,1.9,186.3,741.3,338.6,15.7,5.5,1,6.4,8.4,212.7,178.2,84.64,15.8,184.7,251.7,73.61,3282,946.3,84.4,105.3,80.16,76.5,92.7,81.67,19.3,40.2,50,0.5,0.55,-0.05,17.4,2.7,0,24.5,19.3,11.5,6,9.6,3.7,5.2,16.3,29.66,11.1,154.1,45.5,30.4,51.8,77.7,24.6,8.8,3.6,0,5.2,8,27.3,18.6,0,0,5.6,6.3,0.2,2.6,8,0,0,0,81,12.2,8.5,61.87,"Squad(20/21)"
"Nathaniel Clyne","Crystal Palace",30,"Defender","England",2700000,1,"Premier League",12.6666666666667,11.7333333333333,1037.33333333333,11.5066666666667,0,0.866666666666667,0,0,0,1.86666666666667,0,0,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0.14,0.14,0.3,0.44,0.0126666666666667,0.0295555555555556,0.0422222222222222,0.0126666666666667,0.0422222222222222,3.8,0.8,30,0.287111111111111,0.122666666666667,0,0,20.3033333333333,0,0.0373333333333333,-0.14,-0.14,6.93333333333333,0.526222222222222,5.6,0.666666666666667,0,0.666666666666667,0,0,1.26666666666667,0.06,1.26666666666667,0,0,0,0,0,630.266666666667,33.0666666666667,209.2,299.466666666667,153.733333333333,8.93333333333333,513.933333333333,3.2,5.46666666666667,52,3.2,0.2,313.266666666667,1426.33333333333,729.466666666667,34.2,11.2666666666667,0,3.6,5.86666666666667,349.933333333333,324.666666666667,92.3297624190065,12.9333333333333,409.933333333333,531.933333333333,77.3894485842027,6543.86666666667,2641.53333333333,213.533333333333,238.4,89.381768707483,158.6,198.533333333333,80.3288235294118,28.2,66.6,44.2557077625571,0.866666666666667,0.3,0.566666666666667,18.3333333333333,11.2666666666667,4.86666666666667,27.4666666666667,21.6666666666667,9.13333333333333,12.8666666666667,8,0.8,7.8,15.8,44.7333333333333,8,124.533333333333,34.3333333333333,29.0072727272727,75.5333333333333,33.7333333333333,15.2666666666667,20.8666666666667,1.86666666666667,0,19,12.3333333333333,34,29.8,0,0,5,2.33333333333333,0,12.8,12.3333333333333,0,0,0,93.6666666666667,7.33333333333333,12.2,39.0313725490196,"Squad(20/21)"
"Nathaniel Phillips","Liverpool FC",24,"Defender","England",7200000,4,"Premier League",17,15,1456,16.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.4,1.5,0.07,0.02,0.09,0.07,0.09,13,1,7.7,0.8,0.06,0.08,1,9.4,0,0.09,-0.1,-0.1,11,0.68,10,0,0,1,0,0,1,0.06,0,0,0,1,0,0,1284,157,628,645,57,20,1262,1,1,100,1,0,776,4044,1869,47,7,1,6,2,862,842,97.7,3,923,1058,87.2,19944,6161,265,289,91.7,492,523,94.1,159,231,68.8,1,0.4,0.6,79,2,0,60,18,12,13,5,0,4,23,17.4,19,193,69,35.8,89,96,8,23,16,2,7,29,47,143,0,0,20,9,0,2,29,0,0,0,184,103,39,72.5,"Squad(20/21)"
"Nayef Aguerd","Stade Rennais FC",25,"Defender","Morocco",7200000,4,"Ligue 1",24.6666666666667,24.5,2189.16666666667,24.3388888888889,2.44444444444444,0.555555555555556,2.44444444444444,0,0,4.55555555555556,0.166666666666667,0.118333333333333,0.0166666666666667,0.129444444444444,0.118333333333333,0.129444444444444,2.05555555555556,2.05555555555556,0.516666666666667,2.55555555555556,0.0827777777777778,0.0166666666666667,0.0994444444444444,0.0827777777777778,0.0994444444444444,19.1666666666667,4.27777777777778,23.7222222222222,0.735,0.176111111111111,0.161111111111111,0.680555555555556,12.1555555555556,0.277777777777778,0.116666666666667,0.388888888888889,0.388888888888889,9.61111111111111,0.385,8.16666666666667,0.166666666666667,0.166666666666667,1.11111111111111,0,0,0.833333333333333,0.0416666666666667,0.833333333333333,0,0,0,0,0,1998.88888888889,205.666666666667,931.277777777778,1131.83333333333,46.2222222222222,24.1666666666667,1950.22222222222,5.55555555555556,7.66666666666667,68.1611111111111,6.11111111111111,0,1348.44444444444,6225,3479,73.3888888888889,7.38888888888889,0,3.38888888888889,7.61111111111111,1488.05555555556,1464.66666666667,98.15,5.16666666666667,1560.61111111111,1731.72222222222,87.4666666666667,32744.1111111111,11941.8888888889,515.555555555556,539.388888888889,95.2611111111111,755.777777777778,794.166666666667,94.2666666666667,272.777777777778,375.055555555556,69.3611111111111,0.555555555555556,0.516666666666667,0.0388888888888889,88.1111111111111,0.5,0.166666666666667,85.3888888888889,37.7777777777778,25.9444444444444,27.1111111111111,10.3888888888889,0.277777777777778,13.2222222222222,26.4444444444444,48.05,13.2222222222222,202.277777777778,72.4444444444444,33.5611111111111,122.555555555556,72.7777777777778,6.94444444444444,33.5555555555556,18.2777777777778,0,15.2777777777778,25.1111111111111,62.8888888888889,140.833333333333,1.27777777777778,0,19.1666666666667,19.6666666666667,1.27777777777778,0.722222222222222,25.1111111111111,0,0.555555555555556,0,225,87.5,37.2777777777778,71.4277777777778,"Squad(20/21)"
"Neal Maupay","Brighton &amp; Hove Albion",25,"attack","France",1.8e+07,2,"Premier League",34.3333333333333,29.3333333333333,2596.66666666667,28.8333333333333,8.66666666666667,2.33333333333333,6.33333333333333,2.33333333333333,3.33333333333333,1.66666666666667,0.666666666666667,0.303333333333333,0.08,0.38,0.216666666666667,0.296666666666667,12.5333333333333,9.96666666666667,3.2,13.1666666666667,0.433333333333333,0.113333333333333,0.546666666666667,0.35,0.456666666666667,74.6666666666667,26,34.4666666666667,2.57666666666667,0.896666666666667,0.08,0.24,14.4333333333333,0,0.136666666666667,-3.86666666666667,-3.63333333333333,76.3333333333333,2.65666666666667,51.3333333333333,0.666666666666667,9,6.33333333333333,6.66666666666667,2.33333333333333,7.33333333333333,0.26,5,0,0.333333333333333,0.666666666666667,1.33333333333333,0,1001.66666666667,15.3333333333333,84.3333333333333,427,550.333333333333,177.333333333333,944.333333333333,27.3333333333333,50.6666666666667,55.2,28.6666666666667,1,702.666666666667,3582.66666666667,1650.66666666667,98.3333333333333,28.3333333333333,17.6666666666667,59.6666666666667,65.3333333333333,1347.33333333333,723.666666666667,53.7333333333333,266,518.666666666667,666.666666666667,77.7666666666667,8090.33333333333,1395,267,324.666666666667,82.2666666666667,183.666666666667,218.666666666667,84,38.6666666666667,59.6666666666667,64.8666666666667,2.33333333333333,3.2,-0.866666666666667,30.6666666666667,27.6666666666667,3.66666666666667,45.3333333333333,25.3333333333333,17.6666666666667,6.66666666666667,12.3333333333333,6.33333333333333,5.33333333333333,24,22.2,18.6666666666667,551,159,29.2333333333333,72.6666666666667,218,260.333333333333,22.3333333333333,2.66666666666667,0,19.6666666666667,9,34.3333333333333,8.33333333333333,0,0,31.6666666666667,44.6666666666667,13,12.3333333333333,9,0.666666666666667,0.666666666666667,0,125,23,73.6666666666667,24.0333333333333,"Squad(20/21)"
"Neco Williams","Liverpool FC",20,"Defender","Wales",7200000,4,"Premier League",6,3,242.666666666667,2.73333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.233333333333333,0.4,0.0533333333333333,0.08,0.133333333333333,0.0533333333333333,0.133333333333333,3.66666666666667,0.333333333333333,4.76666666666667,1.39333333333333,0.13,0,0,19.0666666666667,0,0.0466666666666667,-0.166666666666667,-0.166666666666667,4,1.49,3.66666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,244.333333333333,4.33333333333333,58.3333333333333,98.6666666666667,98.6666666666667,10,214,6,10.3333333333333,59.8666666666667,6.33333333333333,0,166.333333333333,753.333333333333,366.666666666667,21.6666666666667,4.33333333333333,2,1.66666666666667,1.33333333333333,173.333333333333,157.666666666667,90.9,13,159,210.333333333333,75.6333333333333,2764,814.666666666667,75.6666666666667,84,90.3,61.3333333333333,74,82.6666666666667,16.6666666666667,34,48.6333333333333,0,0.233333333333333,-0.233333333333333,8.66666666666667,1.66666666666667,1,13.6666666666667,6,4,3,2.33333333333333,0.666666666666667,3,6.66666666666667,50,3.66666666666667,42,12.6666666666667,30.3666666666667,15,17,10,7.66666666666667,1,0,6.66666666666667,4,10,5.33333333333333,0,0,3.66666666666667,4.66666666666667,0,9.66666666666667,4,0,0.666666666666667,0,28,3.66666666666667,3.33333333333333,51.8666666666667,"Squad(20/21)"
"Neeskens Kebano","Fulham FC",29,"attack","DR Congo",9e+05,1,"Premier League",5.46153846153846,0.769230769230769,116.461538461538,1.27692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.253846153846154,0.253846153846154,0,0.253846153846154,0.178461538461538,0,0.178461538461538,0.178461538461538,0.178461538461538,4.84615384615385,0,0,3.68384615384615,0,0,0,15.5615384615385,0.769230769230769,0.05,-0.253846153846154,-0.253846153846154,2.76923076923077,2.13153846153846,2,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,63.5384615384615,1.46153846153846,6.76923076923077,21.7692307692308,40.2307692307692,4,62,3.23076923076923,5.76923076923077,56.9230769230769,3.23076923076923,0,45.1538461538462,291.538461538462,159.307692307692,7.92307692307692,3.23076923076923,1,3.76923076923077,3.76923076923077,60.0769230769231,45.3076923076923,75.1230769230769,11.2307692307692,31.1538461538462,39.4615384615385,79.0615384615384,404.846153846154,88.3846153846154,22.4615384615385,23.1538461538462,95.9384615384615,6.69230769230769,11,60.8,1,2.53846153846154,48.6923076923077,0,0,0,1.23076923076923,0,0,1.76923076923077,1.46153846153846,1.23076923076923,1,0.461538461538462,0,1,2.53846153846154,48.6923076923077,1.53846153846154,29.5384615384615,8.30769230769231,28.0153846153846,4.46153846153846,13.2307692307692,11.8461538461538,4.53846153846154,0,0,4.53846153846154,0.230769230769231,1.69230769230769,1.69230769230769,0,0,2.30769230769231,1,0.769230769230769,3.76923076923077,0.230769230769231,0,0,0,6.53846153846154,0.923076923076923,1.23076923076923,15.3923076923077,"Squad(20/21)"
"Nehuen Paz","FC Crotone",28,"Defender","Argentina",585000,1,"Serie A",7.27777777777778,4.61111111111111,455.111111111111,5.05,0.555555555555556,0,0.555555555555556,0,0,1.27777777777778,0,0.138888888888889,0,0.138888888888889,0.138888888888889,0.138888888888889,0.333333333333333,0.333333333333333,0,0.333333333333333,0.075,0,0.075,0.075,0.075,2.22222222222222,0.555555555555556,33.3333333333333,0.397222222222222,0.138888888888889,0.333333333333333,1,6.26666666666667,0,0.18,0.222222222222222,0.222222222222222,2.5,0.580555555555555,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,318.111111111111,51.2222222222222,172.5,150.444444444444,10.1666666666667,3.88888888888889,310.444444444444,1,1.55555555555556,72.2222222222222,1,0,177.944444444444,922.833333333333,496.888888888889,8.05555555555556,0.555555555555556,0,0.555555555555556,0,203,201.055555555556,99.1111111111111,1.94444444444444,226.222222222222,263.111111111111,83.8555555555556,4856.55555555555,1674.83333333333,61.8888888888889,69.7222222222222,86.1111111111111,124.722222222222,137.555555555556,90.5111111111111,36.2777777777778,48.4444444444444,72.0388888888889,0,0,0,13.2222222222222,0.277777777777778,0,16.1111111111111,8.66666666666667,4.44444444444444,4.77777777777778,3.33333333333333,0.555555555555556,3.22222222222222,5.33333333333333,72.2222222222222,2.11111111111111,47.8333333333333,15,27.2222222222222,24.0555555555556,21.5555555555556,2.22222222222222,10.7222222222222,3.05555555555556,0,7.66666666666667,7.83333333333333,16.5,24.8888888888889,0,0,5.61111111111111,1.66666666666667,0,0.277777777777778,7.83333333333333,0,0.555555555555556,0,52.1111111111111,24.4444444444444,4.77777777777778,72.5555555555556,"Squad(20/21)"
"Nehuen Perez","Udinese Calcio",21,"Defender","Argentina",3600000,1,"Serie A",14,9,741,8.2,0,0,0,0,0,4,0,0,0,0,0,0,0.7,0.7,0,0.7,0.09,0,0.09,0.09,0.09,5,1,20,0.61,0.12,0,0,8.1,0,0.14,-0.7,-0.7,1,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,267,59,162,115,7,5,255,2,2,100,2,0,119,836,539,7,0,0,0,0,134,128,95.5,0,150,192,78.1,3614,1004,34,41,82.9,77,86,89.5,39,64,60.9,0,0,0,8,0,0,6,7,6,6,1,0,3,6,50,3,70,20,28.6,38,30,2,14,4,0,10,9,16,44,0,0,10,1,0,0,9,0,0,0,44,20,19,51.3,"Squad(20/21)"
"Nelson Semedo","Wolverhampton Wanderers",27,"Defender","Portugal",25200000,2,"Premier League",31.3,27.7,2405.75,26.715,0.9,1,0.9,0,0,3.7,0,0.034,0.0375,0.0715,0.034,0.0715,1.295,1.295,1.255,2.55,0.0455,0.0475,0.094,0.0455,0.094,14.7,6.5,41.815,0.499,0.216,0.078,0.245,19.945,0,0.09,-0.395,-0.395,42.3,1.525,32.1,2.65,2.15,1.5,2.45,1.45,4.5,0.1685,2.85,0,0,0.5,1.15,0,1960.5,93.6,509.45,981.2,637.6,50.4,1719.4,47.5,75,63.61,50.15,0.25,1359.25,7206.45,4277.3,193.65,70.8,11.8,32.7,31.4,1390.8,1278.95,92.155,81.65,1400.55,1652.5,85.23,22070.95,6371,803.2,867.8,92.565,470.15,549.2,85.97,103.15,160.7,67.78,1,1.255,-0.255,81.15,20.4,7.6,82.8,66.5,43.15,40.55,17.25,8.7,27.55,49.15,57.51,21.6,416.15,124.1,29.875,193.6,147.25,75.3,44.4,8,0,36.4,31.25,97.75,57.45,0.1,0,30.75,30.55,2.8,34.8,31.25,0.9,0.75,0.5,206,27.55,25.85,53.555,"Squad(20/21)"
"Nemanja Gudelj","Sevilla FC",29,"midfield","Serbia",5400000,2,"La Liga",28,9.66666666666667,1099.33333333333,12.2333333333333,0,0,0,0,0,7.33333333333333,0,0,0,0,0,0,0.233333333333333,0.233333333333333,0.0333333333333333,0.266666666666667,0.02,0.00333333333333333,0.0233333333333333,0.02,0.0233333333333333,7.66666666666667,1,13.1,0.633333333333333,0.0833333333333333,0,0,28.4333333333333,1.66666666666667,0.0266666666666667,-0.233333333333333,-0.233333333333333,8.66666666666667,0.703333333333333,7.66666666666667,0,0,0,1,0,0.333333333333333,0.0233333333333333,0.333333333333333,0,0,0,0,0,865,58.6666666666667,328.666666666667,523,60.6666666666667,2.33333333333333,842,5.66666666666667,7.33333333333333,76.2,6,0,568.333333333333,3013.66666666667,1350,34,9,0,7.33333333333333,4.66666666666667,649.333333333333,633.333333333333,97.4333333333333,3.33333333333333,689.333333333333,742,92.8,13627.6666666667,2774.66666666667,241.666666666667,251.666666666667,96.0666666666667,345.666666666667,360.666666666667,95.6666666666667,92,112.666666666667,81.6,0,0.0333333333333333,-0.0333333333333333,33.3333333333333,2.33333333333333,0.333333333333333,21.6666666666667,24.3333333333333,14.6666666666667,14.6666666666667,9.33333333333333,0.333333333333333,7.33333333333333,15,48.8666666666667,7.66666666666667,152.333333333333,49.6666666666667,32.5,62.3333333333333,76.3333333333333,13.6666666666667,20,8,0,12,13.3333333333333,37.6666666666667,38.3333333333333,1.33333333333333,0,21.3333333333333,12,0,2.66666666666667,13.3333333333333,0,0.333333333333333,0,96.6666666666667,20.6666666666667,17,55.1333333333333,"Squad(20/21)"
"Nemanja Maksimovic","Getafe CF",26,"midfield","Serbia",13500000,3,"La Liga",33.05,31.25,2625.1,29.175,1.15,0,1.15,0,0,4.45,0,0.0345,0,0.0345,0.0345,0.0345,2.065,2.065,0.93,3.035,0.073,0.0385,0.109,0.073,0.109,22.05,6,26.6,0.7885,0.212,0.0495,0.191,15.09,0,0.101,-0.915,-0.915,35.05,1.2835,29.5,1,0.5,1.65,1.4,1,1.85,0.054,1.35,0,0,0.5,0,0,972.5,47.85,199.65,570.9,248.85,40.45,929.95,10.35,18.1,56.885,12.15,0.2,434.8,2388.35,1071.7,58.15,18.25,2.05,18.4,12.45,535.35,414.1,77.9,43.05,533.15,703.05,76.3,9056.85,2066.05,234.2,288.8,81.61,195.75,254.05,77.38,62.1,99.5,62.39,0,0.93,-0.93,41.85,13.85,4.1,50.9,53.35,33.85,19.95,26.6,6.8,12.8,50.25,25.725,37.45,633.9,174.4,27.265,144.9,373.2,115.8,56.3,11.3,0.25,45,43.65,97,61.1,0.9,0,22.85,9.2,0.4,11.5,43.65,0,0.65,0,271.75,55.35,57.85,48.48,"Squad(20/21)"
"Nemanja Matic","Manchester United",33,"midfield","Serbia",7200000,2,"Premier League",23.05,18.2,1625.45,18.075,0.25,0.6,0.25,0,0,3.4,0.15,0.009,0.0305,0.0395,0.009,0.0395,0.495,0.495,0.805,1.325,0.0235,0.0415,0.07,0.0235,0.07,8.45,2.65,36.95,0.466,0.17,0.017,0.0995,21.965,0,0.057,-0.245,-0.245,33.55,1.8525,30.45,0.2,0.75,1.25,0.35,0.55,3.3,0.202,3.3,0,0,0,0,0,1508.7,64.75,424.35,985.75,244.05,14.2,1468.55,19.95,24.9,81.515,20.8,0.2,1059,6350.55,3753,141.8,41.85,2.95,11.7,20.65,1116.5,1080.8,96.635,16.15,1179.95,1326.15,89.325,22568.25,5771.75,481,520.95,92.56,527,571.25,92.385,158.45,202.9,78.33,0.6,0.805,-0.205,118.25,13.95,2.55,105.6,38.3,22.6,18.75,17.85,1.7,15,43,33.245,28,288.65,86.2,30.365,120.95,142.55,25.15,38.2,8.95,0,29.25,25.95,64.25,39,0.85,0.15,21.1,13.2,0.35,5.95,25.95,0,0,0,227.6,29.05,15.45,66.305,"Squad(20/21)"
"Nemanja Radoja","Levante UD",28,"midfield","Serbia",2250000,1,"La Liga",23.0588235294118,15.4117647058824,1376.29411764706,15.3,0.294117647058824,1.17647058823529,0.294117647058824,0,0,1.82352941176471,0,0.0147058823529412,0.0941176470588235,0.108823529411765,0.0147058823529412,0.108823529411765,0.317647058823529,0.317647058823529,0.423529411764706,0.741176470588235,0.0217647058823529,0.0264705882352941,0.05,0.0217647058823529,0.05,5.70588235294118,0.823529411764706,23.5352941176471,0.428235294117647,0.0452941176470588,0.0970588235294118,0.357142857142857,20.4058823529412,0,0.0552941176470588,-0.0235294117647059,-0.0235294117647059,12.7647058823529,0.808823529411765,10.6470588235294,0,1,0,0.705882352941177,0.411764705882353,2.88235294117647,0.201176470588235,2.47058823529412,0,0.294117647058824,0,0,0.117647058823529,881.117647058824,32.1176470588235,227.470588235294,591.705882352941,117.235294117647,8.94117647058824,870.470588235294,13.5294117647059,18.4705882352941,73.0941176470588,13.8823529411765,0.117647058823529,620.176470588235,3155.17647058824,1405.58823529412,57.1176470588235,15.5294117647059,0.294117647058824,9.35294117647059,17.2352941176471,656.588235294118,615.117647058824,93.7235294117647,26.7058823529412,662.588235294118,752.882352941177,87.9470588235294,12607.8235294118,2753.88235294118,274.235294117647,306.117647058824,89.4,287.117647058824,311.058823529412,92.1941176470588,91.4705882352941,117.176470588235,78.1058823529412,1.17647058823529,0.423529411764706,0.752941176470588,49.1176470588235,7.64705882352941,1.88235294117647,57.0588235294118,23.1764705882353,14.1176470588235,10.2941176470588,12.6470588235294,0.235294117647059,7.82352941176471,28.1764705882353,28.5352941176471,20.3529411764706,217.235294117647,60.0588235294118,28.0294117647059,81.1764705882353,110.529411764706,25.5294117647059,20.4117647058824,3.94117647058824,0,16.4705882352941,12.2352941176471,35.4117647058824,31.9411764705882,0.588235294117647,0,18.2352941176471,12.1764705882353,0.705882352941177,3,12.2352941176471,0,0,0,153.529411764706,29.3529411764706,17.4705882352941,62.9058823529412,"Squad(20/21)"
"Nestor Araujo","Celta de Vigo",30,"Defender","Mexico",6300000,2,"La Liga",33.1111111111111,28.3333333333333,2597,28.8833333333333,0.777777777777778,0.555555555555556,0.777777777777778,0,0,6.05555555555556,0.166666666666667,0.025,0.0166666666666667,0.0416666666666667,0.025,0.0416666666666667,0.672222222222222,0.672222222222222,0.494444444444444,1.19444444444444,0.0238888888888889,0.0155555555555556,0.0422222222222222,0.0238888888888889,0.0422222222222222,8.66666666666667,2,16.6611111111111,0.291666666666667,0.0633333333333333,0.0638888888888889,0.3675,11.0777777777778,0,0.0761111111111111,0.105555555555556,0.105555555555556,8.72222222222222,0.306111111111111,7.55555555555556,0,0.277777777777778,0.722222222222222,0,0.166666666666667,1.38888888888889,0.0472222222222222,1.11111111111111,0,0,0.277777777777778,0,0,1809.05555555556,289.722222222222,1060.66666666667,827.166666666667,49.1111111111111,13.7777777777778,1768.88888888889,4.66666666666667,5.38888888888889,88.8888888888889,4.83333333333333,0,1129.22222222222,7314.83333333333,3880.61111111111,78.5555555555556,9.27777777777778,0,5.16666666666667,3.05555555555556,1219.16666666667,1200.44444444444,98.4555555555555,7.88888888888889,1308.72222222222,1521.88888888889,86.0388888888889,29076.7222222222,8381.44444444445,302.5,333.611111111111,90.7166666666667,761.444444444444,825.5,92.2277777777778,235.222222222222,338.611111111111,69.8,0.555555555555556,0.494444444444444,0.0611111111111112,66.7222222222222,2.66666666666667,0.888888888888889,65.8888888888889,32.3888888888889,20.3888888888889,21.8333333333333,9.55555555555556,1,8.83333333333333,21.0555555555556,36,12.2222222222222,214.5,69.8888888888889,32.6111111111111,129,76.1111111111111,9.38888888888889,41.6111111111111,20,0.333333333333333,21.6111111111111,33.8333333333333,66.2222222222222,173.055555555556,1.05555555555556,0.166666666666667,26.6666666666667,6.77777777777778,0.166666666666667,2.72222222222222,33.8333333333333,0,0.166666666666667,0,267.611111111111,71.2222222222222,35.3888888888889,66.4722222222222,"Squad(20/21)"
